	10_d112	11_d112	12_d112	13_d112	14_d112	15_d112	16_d112	17_d112	18_d112	19_d112	2_d112	20_d112	21_d112	23_d112	24_d112	26_d112	27_d112	28_d112	29_d112	3_d112	30_d112	4_d112	5_d112	6_d112	61_d112	62_d112	64_d112	65_d112	66_d112	68_d112	7_d112	70_d112	71_d112	72_d112	73_d112	74_d112	75_d112	76_d112	77_d112	78_d112	79_d112	8_d112	80_d112	81_d112	83_d112	84_d112	85_d112	86_d112	88_d112	89_d112	9_d112	90_d112
X80_d112	0.221766132	0.189725424	0.210632869	0.255710875	0.196047074	0.189857168	0.16327709	0.245872969	0.173555302	0.224198937	0.175240752	0.190446911	0.180474915	0.225180162	0.20734662	0.256755416	0.27166646	0.237564937	0.269130831	0.193644463	0.25259791	0.18892005	0.192976779	0.194269921	0.356408498	0.227189384	0.253744428	0.246711978	0.212364217	0.241976875	0.187046476	0.251409686	0.217753284	0.309907143	0.260834577	0.190901793	0.279546936	0.193974667	0.2952111	0.240269287	0.137129555	0.140372577	0	0.202184298	0.202694958	0.220328386	0.1781634	0.174250295	0.281636862	0.21091996	0.150103378	0.226100897
X81_d112	0.297356618	0.24460511	0.284207939	0.258228867	0.236510587	0.293504021	0.252500226	0.27675983	0.212063837	0.252264652	0.199855079	0.266370636	0.283898759	0.305704329	0.238278713	0.269788849	0.314543449	0.290990899	0.305371729	0.259388638	0.327813559	0.233883405	0.230873126	0.199766482	0.46209668	0.319554858	0.34539922	0.350681776	0.204451639	0.334904564	0.191100726	0.354964505	0.292376578	0.402622275	0.349511313	0.233672464	0.368283825	0.279667693	0.384005771	0.305620875	0.176091305	0.188187655	0.202184298	0	0.157017154	0.181303027	0.186873649	0.171574287	0.327655485	0.264969221	0.195279857	0.256193034
X83_d112	0.238248006	0.192905893	0.257011593	0.216802392	0.190066243	0.272277034	0.209022001	0.242178399	0.180668781	0.240040373	0.179812908	0.223681779	0.229544533	0.258329277	0.202056633	0.227318503	0.260130468	0.258435432	0.267098724	0.213465963	0.294274359	0.203753053	0.202018705	0.175640151	0.40896032	0.277646293	0.296725116	0.307618059	0.156909506	0.293869552	0.15764063	0.317771718	0.25133308	0.372754551	0.300481141	0.202196373	0.320236432	0.24574912	0.333921866	0.270230362	0.183024611	0.163085951	0.202694958	0.157017154	0	0.152152451	0.135534097	0.143758486	0.286650833	0.221716371	0.174086843	0.212931496
X84_d112	0.18974952	0.151205125	0.186454788	0.147399097	0.155232344	0.192468927	0.159024756	0.191580203	0.128210474	0.167086731	0.129191462	0.185723044	0.214667295	0.203718065	0.133657412	0.177509289	0.190809066	0.189603887	0.217460486	0.161756457	0.229159683	0.13811678	0.153058287	0.134304201	0.348364991	0.22345744	0.248369031	0.247897326	0.143627283	0.248474973	0.135460183	0.250094575	0.196609496	0.307952639	0.252761969	0.15736054	0.266910341	0.185622079	0.285445213	0.186705791	0.170143669	0.177657207	0.220328386	0.181303027	0.152152451	0	0.114090687	0.128421515	0.241037734	0.17190004	0.163696758	0.157883139
X85_d112	0.180584594	0.137311197	0.184179515	0.14436841	0.123531411	0.183336753	0.116238274	0.160475232	0.102404142	0.148378958	0.102137338	0.170665703	0.178441208	0.174433448	0.107966358	0.148432466	0.176837307	0.167155006	0.19508838	0.137748043	0.200788571	0.119611355	0.118283855	0.113638293	0.331094971	0.187905702	0.217940343	0.219221878	0.128827619	0.21457551	0.104062309	0.229244077	0.16320703	0.284594185	0.2315024	0.134699416	0.233539591	0.167558422	0.252531772	0.187272938	0.123782965	0.126760081	0.1781634	0.186873649	0.135534097	0.114090687	0	0.094411677	0.207014903	0.145442001	0.118266959	0.139002694
X86_d112	0.194844929	0.14882565	0.178779777	0.174311223	0.134017843	0.191130004	0.143272446	0.172889397	0.094443339	0.161536297	0.097579152	0.165541697	0.178419166	0.198216684	0.133261965	0.15062033	0.200282459	0.189981216	0.197302594	0.144727803	0.21619286	0.124681791	0.127945561	0.123700826	0.344271941	0.20300962	0.241478204	0.235749344	0.115928828	0.223580912	0.084575524	0.238497752	0.190442643	0.300477626	0.242511324	0.135319913	0.252339408	0.171499609	0.270136179	0.185530335	0.13114748	0.119629562	0.174250295	0.171574287	0.143758486	0.128421515	0.094411677	0	0.216968577	0.137180297	0.121419345	0.16986597
X88_d112	0.230165034	0.19728282	0.19273368	0.158063323	0.184380019	0.211661713	0.197298834	0.158467677	0.180888886	0.146453597	0.199611479	0.221999173	0.260161613	0.145375707	0.177905609	0.153119295	0.143119831	0.150410592	0.148472929	0.202697677	0.120395781	0.166163608	0.17455579	0.246643533	0.20810891	0.132846522	0.15003098	0.175671214	0.224417037	0.122217134	0.223696344	0.159994243	0.138278116	0.190047607	0.242041875	0.20167917	0.157188647	0.224496675	0.145481446	0.18100981	0.237090732	0.241979157	0.281636862	0.327655485	0.286650833	0.241037734	0.207014903	0.216968577	0	0.169655595	0.227150435	0.20252004
X89_d112	0.168529354	0.128047763	0.13368531	0.167125611	0.113960522	0.150815794	0.135688445	0.145866732	0.114404096	0.12773089	0.138073104	0.145630532	0.157915294	0.155637632	0.126212745	0.130474892	0.148324702	0.140890883	0.143369029	0.136603384	0.170341341	0.121660961	0.116169307	0.17115689	0.274218135	0.143170431	0.183091175	0.166115357	0.150041476	0.181293438	0.151492268	0.175236894	0.147574474	0.248266079	0.216483779	0.142550609	0.190411161	0.154761957	0.215933493	0.12751951	0.166551074	0.180589718	0.21091996	0.264969221	0.221716371	0.17190004	0.145442001	0.137180297	0.169655595	0	0.164011197	0.142792036
X9_d112	0.182760347	0.146111621	0.165708909	0.196178823	0.139437321	0.16706194	0.128940649	0.192438916	0.113882832	0.178391366	0.120301457	0.185742832	0.185034959	0.193479832	0.157192474	0.192379858	0.20032607	0.183535059	0.217260966	0.13943538	0.19989865	0.134543642	0.143243052	0.13331644	0.357883511	0.214910535	0.249681951	0.24860191	0.157790514	0.240679278	0.100213838	0.255945347	0.194980836	0.306916765	0.261487283	0.159757396	0.269404236	0.172756315	0.285770569	0.18800167	0.113382868	0.103449222	0.150103378	0.195279857	0.174086843	0.163696758	0.118266959	0.121419345	0.227150435	0.164011197	0	0.181276351
X90_d112	0.169241862	0.129860779	0.173909716	0.153567451	0.133660913	0.177628216	0.162821718	0.146948323	0.136150617	0.140896887	0.159627579	0.158415639	0.196411781	0.161550694	0.112693271	0.164125968	0.162788569	0.156918658	0.161608959	0.158051274	0.197264212	0.141154977	0.140083135	0.176201122	0.311874753	0.179818482	0.198945292	0.196482091	0.161561115	0.196533301	0.171750618	0.212532949	0.152661804	0.253455608	0.19575694	0.139511444	0.211548396	0.18164261	0.235672256	0.186736804	0.186204095	0.177006039	0.226100897	0.256193034	0.212931496	0.157883139	0.139002694	0.16986597	0.20252004	0.142792036	0.181276351	0
