Phylum	Class	Order	Family	Genus	Species	Confidence	ASVs
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8866811	47b25330a3eb3ddc33711a3bfb20c042
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 s__torques	0.9740158	e61cf0cc8a3027534737e0a8aeca008e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8477823	cd62f2c461fcb021ce6a0c67cfed5bbe
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7439293	ec0c7c8b6be30c4f8624f551a59930ac
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999434	4140aad34cdd35a74bb8a987ae628670
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9994513	bcb92b42a981ce359f7527d643ad4aff
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.8167262	d0c01deed83ee2065ecc8777b2c637bb
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999832	b0624f49e120cf486bd71970526bd5cb
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.998517	4bd52e1aae63f14e6eaf5a65150893f8
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9984622	420b1777fc6ecc63377082f42e4d49a0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9961954	c13e9afe7888307fe7ef911b11370257
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9864986	763121fb4379c89e064ea5696e852b91
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9356078	7b4d2c13173cd7ee6574bb2afea0d108
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9787826	0eb71de12acc03ea19a3a3daca79eecd
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9476058	4b4b2be768753ae51310ddbd251eb611
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	 s__stationis	0.9715032	242120783c19884c8caf303ee7b17133
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9665965	7a230a75cd35d141b61af6ae0d8d663f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999805	195bd5289de1c9aa49bb4592ca3796bc
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9997771	1d3f730f2201cd3bf4bc0152d5f7e1b3
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9704658	ace103653d082d1a636f149a813ddaf7
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9991937	67431b6486ac80786e56d4d780bcebf3
Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Gallicola	 g__Gallicola	0.9823653	9c1c549e8838e08d68a9a78edaac5e30
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.9989958	c10dd350a98c99f644b18352ac714d86
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	 g__Lachnospira	0.998689	7399b856e4c50ea6a76392326ffed13d
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterococcus	 s__casseliflavus	0.9689875	f61692644a0f635bea89b39bef7d7871
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	b79638bac6179409216a4a2a515964ed
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997813	e7e0c1255aafa2ac6ed71b00b11e7241
Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	 g__Christensenella	0.9999914	44d4a3712f97c6b4c39710697c71756e
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9999989	8795c9985d84e99677eafdbe5d494573
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9808391	f0a71839d150ac6a4b80f605910e76e0
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	0500de703b1b73f5f6ee3651a9421384
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9626996	7e2202de1afa3fff74319c116b90f594
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.7042705	6a39d82931babcdaacba01b37e3d7f27
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9926197	c19faf8bf27caf9980498409113fcf14
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9970461	c4ab5f50d09632349aaf203d87bfd2be
Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	 s__pecorum	0.9999123	8fda746cf5a99c18bcdf8fdcf112620a
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__caccae	0.9992528	f439d3947afd792cba3780c4fa8b834b
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999953	c16c623be4cb4697e381e042fb4c90a9
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	02d06	 g__02d06	0.9317815	bf98117a134afe9c3f1efe766298d622
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	 g__Peptostreptococcus	0.9992794	c292714145ff67910bcf29f4f172d233
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9517528	263ed85526f48990f07383b705a44e44
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999955	b2c0116e472d41753b38fbefebf08a48
Proteobacteria	Alphaproteobacteria	RF32	 o__RF32	 o__RF32	 o__RF32	1	f0c9b0327ca4419103ae1d7c06cfe953
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8548055	d3eaff4100f1f9017ff2a795f486530a
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9991049	454f9e9ce7348780ae95437f640d29cc
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9994887	4d62aa3ed38050bac0a33ee19c4afb9b
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 g__Ruminococcus	0.8176036	fbb83543aabf1a06ed5d523d8c16eb27
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9974735	2025e7aca169aa6017656b9c7c71d25e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998221	aeeee71468964b43887d61f462036a62
Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	 g__Methanobrevibacter	1	41ac05d3da23daa97861aed53f00c588
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9914597	e5a1333e93758e34b1dfeb9b90f1b47e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9459339	344bf1b7104af295576be42d2e4a0ef7
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9219615	3c92a5f7f915408811afb82aac62aad3
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9110124	1deeaa15b101ad506201716a382aee69
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9974158	3ca31224e981e6a8181b51c8c1fcaea0
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.983674	0cd59dad74d83d6b10e4b8e5e28aed8e
Proteobacteria	Alphaproteobacteria	RF32	 o__RF32	 o__RF32	 o__RF32	1	a13e8f211a630cda5df9dd0a51229ecf
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	 f__Clostridiaceae	 f__Clostridiaceae	0.9999963	cfec686e12186cfd1305f8842a60b766
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999527	a3cbdc33a27ac06d0a230b9d02137a7c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7782895	c78f2b51ed54629a7f720193e0eb4d7e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9858199	fdc27e17e52d661e50c54df1f266d248
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9999239	04252ae0558951e2b2834f2212643a7b
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 g__Roseburia	0.7039582	c7321ad607bdb471c0180b6e701da172
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9996003	8d6727d59370c98dc44c6936c2072cad
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7533147	1b5da71dfcc1cc97dcec812a7a203f74
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	aacfe7e2470071cadc7f483a06d29679
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9994314	9f316573c5b4f77e055b93cf1b37ae58
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 s__celatum	0.8251688	5e8bac7e3e662b0823f7c1f4876001d5
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.997811	7c21fedf5d572ebdb597626aa6c0db02
Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio	 g__Succinivibrio	1	c236108e564491740ba2aa0360868522
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9744143	89bec1c019cf96f6f10edad8b04b7f2e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9988324	64574b4ffaf89f1049fa05e49b902ea9
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999865	01804801bd36e230059acee08e1a648d
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	94c03c735cd3e8e555822f8035914ba2
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.999758	71957ee9c56a31a3a3e697e7a2acdd0a
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9547544	fa0fd198fb1737e2162d4df194176bae
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8063986	1d5f4c70bb3bb204e3eb3782b998b1e7
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	0.9999865	646891991fb746fccedc82afe64313c5
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9861659	9a9a7f0c57efc5ba616047b569e043e0
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.962962	2c776aa79a8eff1b1523dfbf6d897373
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	e0cddf8d0b177333aa68f2c4fbb3eceb
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	1	6cd93a7ad526b9595668b6416ab02948
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	126170f56b0f898e65dc5462f93e41d9
Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	 s__koreensis	0.9048585	1f7f7ae9ca2e6070ac97e6effc27dd4e
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.987093	6bb95629277a886e9642dbdd8e9cc19c
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7266273	7477d2b144b568c12f9be5bd81efeb35
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9461375	00ecbefe22f5c5827899ce1cbcc4d4ac
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.999955	c63919933b355bb0e804a956cb3f532a
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9750861	f711da4d47be06c31aa2e62e01c0d617
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 g__Clostridium	0.9999999	a64a00d97004094779951c492c37dd14
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9991813	4f6d59bad0ce2a93a774c242d3ef5346
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9987978	c015c1c27fd571a26af44f982e6b33dd
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997397	1b85095ee98ad5b6d53244d4ea9e7dc1
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	86b99ea55765087aae89aaf73820b14b
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9871667	69454efadea8dbf47432dc8d913442a9
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9978925	41966e926d075bb09d935a1135363e37
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999453	195b7d0ab0652251aa7d2a4499395666
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9997553	5f81f88529a4a3f023341fce3e66c6c7
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9996824	4cef9fb71e9029ee8056aea283fcdd1d
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 s__zeae	0.9685663	369611f897ad4587c55f4c2abff4ba3c
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.9848952	4c0eb0d06acfc962e0398237d3aec3d7
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	 g__SMB53	0.7050343	b3c790d84729e3bf46096f022eef8582
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	42f2ba3245dc71988e849cd74330f55d
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8863596	f6c16afbeee3707782eb1d0122b14cef
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999299	97e254476995fe045684d5890e17aa36
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9807506	062b16bada30d2fb4e55377f20736e5c
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 g__Ruminococcus	0.9953061	6369c34ca85c2cdeda239263ad1ee5d2
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	d61b6de3e5ed0bd16e3d3e454f588cf6
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999984	21750fb6a69c79c4c8462251f60c1d64
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9519668	c45893e36fb1995ce2b9a551311bac0f
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8581162	efa5d178a4acb71f783eba13043b5b63
[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	 g__Deinococcus	0.9999992	a18ef1536a6306ac3387bcbf4df1cc42
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9995934	1b8b5c62334b138133ff6d2954d3ce92
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9872901	e3fcd369bf5972e168ba128a98c0c684
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	f5e67b8093a23e647f3567d6e4202dc2
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	57ce72047977004db626eb4b550a7f83
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	aa04c74d4ba3f5f3fe818a65bc03aac2
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7223869	ae6913c6830e78fd57597b3a361781a8
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9135848	0803e5f7e9904fe71af2d0be6e1b3db7
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9919744	54173042ffd7dad00fb2187990afb454
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	 g__Odoribacter	1	a83857acc9d64dfa7e93d718bfa9ab54
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9991903	a3cd13fdfab1c6153479dd96c561fdaa
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9245983	b47ad0c54c089d30b0f6ac3f217239ad
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9992322	80ea668f7691f55ca99708429a946e90
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8887395	2b3691e8ca85d5eb9a962ee8912289d5
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	 g__Bilophila	1	6669273ddd4b4ce33c3ce18563f538e7
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999176	f0d4f307cd689b61f6799e6295c166de
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999986	589ad6e611bbdf508f82570ed9755c94
Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	 g__Christensenella	0.9999981	bde1837b54a27f85f4b88862cc1ed104
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999817	a6ba9d7db6367f42250c975b6f0cb05a
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	182031fd4364a9ec24d11c083832afd0
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.874062	4c9a7b806999d33b3172cf95063802cb
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7138838	abe19734217b6c60612b73818014116c
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	 g__Corynebacterium	0.9999988	e107538a3781a6330d7b102fb329752d
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9994774	991c156e6c402543bd3b47be82eb4086
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9364925	d8f79803bd84734355de8360a4927333
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__flavefaciens	0.9999887	102dc3c6d7ab1c1171465cc8c6e76722
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9836614	834f0804fab89e1c49a4d608400c1216
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	 g__Butyrivibrio	0.7233329	b81573baa27d6ed412ccce42de25f5f8
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9862116	143941058722b9ce3ab5a0425b4b8464
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9993105	6c42c9876dcf373d7f838253650c16c6
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9971311	5a9b3f2c3a681756c39829d6a3498e73
Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	 g__Facklamia	0.9791402	a2e491a5f1471289cde1fdca2bfc036e
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	10381570857d01b64fb177ba593d9b2e
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	 g__Adlercreutzia	0.990202	2c4e1833669f5f367a46a9c8e43930e5
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	RFN20	 g__RFN20	0.9999957	f7222966a9e98c4dba80d57ab331eca7
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	 f__Veillonellaceae	 f__Veillonellaceae	0.9992451	a7aff59b73f31007276fdbec2cdc3d40
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.8986764	86a4d9dc20b79ce06ea2dd1f46311c01
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	78a8e09f84a99791d5cdd6ff48e2e9c4
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.890137	0c98d5a1ba3e7e7f17c12806c3d0c09d
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9981558	e7ad6349e626ad9cdb5bb806132d7866
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9986418	35716c4761a9a58a7f9d4a6073f39d05
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	 g__Butyrivibrio	0.8985878	79c61697b4c001cfa437b04b0734bb31
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999979	80b3d5900608448ddaacfdf84552fb73
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	 s__aerofaciens	0.8202687	8fb726233f6fb64fc838c4365f251b58
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8053535	4737ecf4947d2a54246c269141f53a9d
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.979166	70dc66ced13ebfebbc90b0ded39c0bff
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8135933	fd864bc7e4ab544cf4c4cea06ada9d03
Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	 s__fetus	0.9976871	513e2c2157b3ce3fa8a3e1716d5cb0bd
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	ce3835589358b41c0305264ba0b5db33
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__fragilis	0.9994197	4aec324bf7b2dc62bd45682254565810
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	 g__Akkermansia	1	4c455c81305d5654c447af7cbfa6fca3
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	 g__Akkermansia	1	162278da5deed3e6bfcc394d733b9816
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	 f__Enterobacteriaceae	 f__Enterobacteriaceae	0.9999958	c8d54a50fcfc7f384ccd66c8a167e0b4
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9994627	a941ecf7a932b9f0ee0d13572c7f27de
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8149767	c4539139318aac30afccd41079123389
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9428692	92331836192b96c512788d775af096c9
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9605254	ab157a5d1c66926cd0ecc8ea7e245759
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9422638	43e46af2e5d675dc242b97b2584cae97
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	70b7611427f9ed71db354ac74e013324
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997533	d5d2251e7d965d894d28f7a88afc72f9
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.846471	f82b4b3feaabcb628e4eff05995a6ffb
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8731115	407c8f2bd4a639a3dd08f07cccec136c
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus	 g__Acidaminococcus	0.9999994	5eafb1f05bce27b6ed80d54f22963953
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9995683	eccaeaa07d0a841ba793af6235bc3a37
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9859642	d5d2b3b8ab00c57d016b9bed21b15418
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.9845124	95b5ea096c1eaff7d8ecd436a3cc074a
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 g__Ruminococcus	0.9114746	f1bb9dc7a2cd2267e1cf410b1701fb45
Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	 g__Solibacillus	0.9821109	b69b72cf0608c67c402d49ae4c76959b
