Phylum	Class	Order	Family	Genus	Species	Confidence	ASVs
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9940857	db32427eb1fdfb33146ed791defbf1de
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999973	8396f0e5a14ac09011bb46ed7a51aec5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8088105	98674e9e80e8a46f1565fcc17366a858
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.99992	fe1b691b09ea3ed5b124ec99e835fed5
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9999918	1d7abe353d965d9fcfa461b575206ceb
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7963661	09e3aff9c228e200cc48d9b814c7a61b
Firmicutes	Clostridia	Clostridiales	Christensenellaceae	 f__Christensenellaceae	 f__Christensenellaceae	0.9999968	01a9324d1bace359c510ff4f59c66864
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9283385	4a87ab5901f030451d94d6ce4ed2a562
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999792	aa7271fac0bf2afa9acda7d02db55b28
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.7429905	27dc1e4d0668a3804af8524966ad6c02
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	 g__Prevotella	0.9922642	4c01210451c1673c2bbc1e2b916b8e0f
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.9642021	d59b3d5c3141886f099bf1b15024ce22
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9515636	e55b70ea76a44d7dc3e6f30e91d96249
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9999467	0500325e45da1294390788e715051a34
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	c33577004e5879330cda57aecb8b6261
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9101088	d7fab2d7feeefb9b430bb762a12b007b
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	26047dcd40b0403c12f41351ffc32813
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9989766	14166a80df023cbcde0d6bef8c155e1e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.989454	f7da5610faac0cfc2b5611e31b4ab2af
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999476	13f641b432eb2b704b43f5673059b083
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	 s__methylpentosum	0.765021	3a8926edc4286a60343ac0d5381955ed
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9453626	77edf82b6be0f37fb147222a72280e48
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.989241	c3e742207610ac478dc2b240d9747872
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9832201	f443ebada99be3b74a77430f9a485518
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	fbf24194a1f9b20cc0298e0a4fd49525
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999181	2cb80d18dcda2e0bc5addd250fb20f1b
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9928074	55140f2d40426bd192fce5c50610612b
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	 f__Clostridiaceae	 f__Clostridiaceae	0.7908192	3b3960b3258538f969a30b92fdfa6cf1
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	77a36b5a1e254fc77b533d8ba37e17b9
Actinobacteria	Actinobacteria	Actinomycetales	Yaniellaceae	Yaniella	 g__Yaniella	0.9997892	e6141b2781235660d31b3d7d15c14e20
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9888537	1be114767bc8572e51949f92f4707fb6
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9886826	8e57ae1674ab7f9784ed184637daff43
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9015552	c2fa4132f77eec2b350e1095b311fa43
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 s__distasonis	0.9999213	915a9c39a6d55cc480ff9b67d621d424
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9971098	917925436f96687790cab6078f840dab
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9652589	7592013877034a4b144b3b2f90fa14e1
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9996208	63bcc2a137dc283ea6334ff37f653028
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9722541	808515bc2adcea500fdb68005fbcac2b
Chloroflexi	Thermomicrobia	JG30-KF-CM45	 o__JG30-KF-CM45	 o__JG30-KF-CM45	 o__JG30-KF-CM45	1	caaad258e99fd9cd4c10a8552b2fcba1
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.754059	b4f4a9722ca5c0460b130285bda88bb4
Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	 g__Mycoplasma	1	258ac42cf46cb1ce6344e0dcdfdd03c6
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999306	c666d504b4f7b25ab85654279b06d59d
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	 g__Butyrivibrio	0.999554	3eb27d05ca5a6798426885b37b27cf54
Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	 f__Victivallaceae	 f__Victivallaceae	0.9996918	121ea836ad9107c6f1a8146969d1db55
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 g__Ruminococcus	0.9119704	a979070a84ea5cbb441068a5bd5767b7
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9976524	c1f857fc5b18c586e0c4f05d1777ea18
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	 g__SMB53	0.9939097	af4022ae5012e43cb4fbdbca901587bc
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	 f__Prevotellaceae	 f__Prevotellaceae	0.710471	f3ace357a807d9c56db9aa9cd0a2ddc2
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9148751	3c194bfcaf442037372d4853baff02a3
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	 s__amylolyticus	0.9566244	edce70e358f8f2614a48cb8770343031
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	1	62f4ca02171aeb75cd297c36f09d2d48
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	003822bc057a1e72361187856d78778f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9993769	7216aa2f8274f03197aa4c76faeea3fa
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9999539	55b1ebc047faa3e167dbb9ae36faae2a
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	 f__Rikenellaceae	 f__Rikenellaceae	0.8539623	feeb1327bbdbded329fb7ffaf0e06ef6
Proteobacteria	Alphaproteobacteria	Rickettsiales	 o__Rickettsiales	 o__Rickettsiales	 o__Rickettsiales	0.9998697	9b2f5f4758a8d6f9965bb2e63befabc6
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	 s__pseudolongum	0.8619463	1e645c79b5e9c3f8e7dcc4b945ddad39
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8227405	30e18c8ada6d067ae5c2e9f5e961120e
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9864377	cc870844141e666a68a5aa49680ffe66
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.7196168	f9717e786443a070c8208fb46077346f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.927845	7e7ec2a26241c54c5c34f7d70ffc1ef7
Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	 g__Pseudonocardia	0.9901176	c2d5133d3cc424fb5c26182e891ce5a2
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	 f__Actinomycetaceae	 f__Actinomycetaceae	0.9999161	3f798cddb05958e525531097247d2ddb
Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Quadrisphaera	 s__granulorum	0.9523243	e043d82570fa601a24df51b4ddf4f120
Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	 f__Nocardioidaceae	 f__Nocardioidaceae	0.8707391	f7054acb583f0c5c34843e4e9cc52804
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	 f__Enterobacteriaceae	 f__Enterobacteriaceae	0.8345066	6927a7f9175960a506f1db5dae4ffbe8
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9843163	6ceaaf7be68e21eb417b83ec2183d8a2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999997	1830898a6345bfd6df575101f6d9e3b5
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9737201	43fb511b179dd0246dafb1f6db208819
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9457462	a561762dd96fbf1374d362f2a351dbb7
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	 g__Eubacterium	0.9999996	593eb981bd639b1409acbb830fe5bd7c
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	 g__Holdemania	1	c0d09eab43870dbe3266b431b58018c7
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.7897845	d4962a7a23fdc79f39d644fd3b7f1254
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7967431	2852a9c41fd9c074ef212183d7027e32
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9837717	04455919228556edae71b06da7a68a97
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 g__Ruminococcus	0.884111	3f4e1b03fa908d139183945348aa1efd
Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	 g__Facklamia	0.9805729	f35c238ea483c1a85a65b69d41a77c30
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8945349	6d088a88455d90ef08dbcfad0eb5f93a
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999069	214ce2a7db512fada8ce2899089a344f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997333	3073d238143d3ec21f3b0d53dcdaec23
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9379727	6de5f21700d38cc6566f48c8032a2e46
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8263297	09ea698b1103e15995deff25d321894f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	8959754faca96b48901ede3171b956f1
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9951827	23dc615011cd7017d153b6fcd01e5fe8
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9999396	acc5f167400faf72fd45a5e341d00288
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	203497811013e8932ad1835239fdde84
Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	 f__Legionellaceae	 f__Legionellaceae	0.9853931	773833132e2eac56c870862e4f380546
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9869892	77b3a5ee4097f49fa88ec1b6e257893a
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9545401	90deb2ce3248b28b4a6747131cdaf8d5
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	 g__Bulleidia	0.9884799	56ebfecc7903d34a8c50f7d6fafde3b3
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9859832	dde0cc7c885f2e36690033ff220fc3c4
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9954068	0d8f042ea4c4b57f1b2d368b94ea8ca5
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9416805	3f18b1ebc49ad9965f8fb27c3f76cf33
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9997122	c13ebf1bf7aecf98de8ba976da8bfe4c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999997	b223fa5839438285d998b92b7498225c
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9372505	53d801cae829f257bb159d3e4160228f
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.8234073	242b9f44652173b22c0712a3eefc6f30
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	Mogibacterium	 g__Mogibacterium	0.9974573	eef917df610266e4164a88245369ce58
Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Salinibacterium	 g__Salinibacterium	0.8891464	e79f055f5a4b6e53d1fde988280bac06
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.8816099	fa228b4d27495739c1936a7118facf65
Proteobacteria	Alphaproteobacteria	RF32	 o__RF32	 o__RF32	 o__RF32	1	d22d2d72be2247420ec47edd8ff4b0df
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9999328	06dd841cf2bf6d9853bb4ee3214709a3
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8258252	d7b1161753a7ae2c67225998a66ee4f7
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	ff6c7772344f7cfa14f51031da4992d2
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	 g__Anaerotruncus	0.9365456	d09111d3aa8b75f7cf9c3aba94904783
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8696561	2fb3556b1b1543b6bebd4f7d0839253c
Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	 s__kwangyangensis	0.9511861	4cc62cabd49b4d4a03b272849831a7bf
Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	planctomycete	 s__MS3071	0.9999985	ce454be1cfbe1c67adf52420995d35ed
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	 f__Caulobacteraceae	 f__Caulobacteraceae	0.9999876	028cd93c1f3a41de7dfc2158611a0c58
Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	 f__Legionellaceae	 f__Legionellaceae	0.853863	ebff0ab59fc8d85887294ae77adb2ef9
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9998436	8bce15089a0493a9d84dcc6c65b5ca59
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	4eff0cf4b89c066d3646fb8c9181139d
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	1d19dbf18e9c3630c4af4dce98f16e96
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	 s__pullicaecorum	0.9140504	d3d8d651507dda78af4a0b23e48c394d
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	 g__Eubacterium	0.9999995	187c97f17d70cea4cb22cdb9cc4e36b9
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	 s__onderdonkii	0.9737635	8410b783682e948cfca6fa5d57d310de
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999982	4e1833e07b08199465eb89159e76dfd7
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	f4ae6e6999e336460027987ade92f845
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.999986	fdf3ea5147ee1ae8072ece846f1ed3a3
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	0.9999997	de066e44f1a4fb986eb258320cc5a9ac
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	47f18d7c1806f11db7b42ce47d56d530
Proteobacteria	Alphaproteobacteria	RF32	 o__RF32	 o__RF32	 o__RF32	1	517dbc7693e6a527e971a9733de7aa2c
Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	 g__Methanobrevibacter	0.9999312	0f45a3fe31f4603f8b4f0fe8c17a2e1f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7471493	2160db1bb0d5184238281d4d9a57776f
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	fba28123da6fa221a9e42bb57a729f57
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	 g__Corynebacterium	0.9357445	2076c38a5468eb7738a783f0d9f53a7d
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.7717334	6a119a4bfc13574696c4db1dbb256160
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__plebeius	0.9999999	4519f6ed29575c03d057b5af36e7aeb2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9978856	f320f25f229d56c2fc95c8492f11bfb4
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7684641	d82cba433ac85f80b86792b2532ad78e
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	 s__vulgaris	0.9985272	e3ff6888efe911e0cd8db33871b7de48
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9797011	d6114bb2c9057414e52799c526047606
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7825988	0c40952c37a685c564d9cef656b988ce
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9751402	17c20fa7c9c53d8a6e11bbdacb009011
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	8735d98a6bf10975cbe2af9af6cebf65
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 s__ruminis	0.9819897	f2a72be743e9201126141246070b358b
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9988663	c9ea1ecccd3dbd45b5655180f991e2a5
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium	 g__Pseudoramibacter_Eubacterium	0.9998295	e5cc765c1fc6ebb79890f92c0773021b
Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	 f__Aurantimonadaceae	 f__Aurantimonadaceae	0.9413044	32d75757526d1ab4014214528c0c5859
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	 g__Oxalobacter	0.9740094	13bc4f465a63b080683a5efa227f6268
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9997477	2bc507ab0b6d416fcf2ca8ba5c05fa2c
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	f82c64ed0064234e83bfcfdb75b335c5
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9955607	071109da0bd2eb338ab1343673d88bcc
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9973671	5b091b30a89e53b41fe0d41a378f288d
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	5a803051fefe5c2b53cd2452ec03cbe0
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Anaerovibrio	 g__Anaerovibrio	0.9999039	544ff9f7ac0f4173c9e5aef314bf65e9
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7997263	76a906f49f28b92465b44ccc2cebc47c
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.963938	52fda65ae92729cb7e675dda2bc65b8d
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	 s__hyovaginalis	0.9999792	ace4be5d2e5d50d384af6d0f9efc7bbd
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Succiniclasticum	 g__Succiniclasticum	1	8c7f52fa59d2c2964a7d5fb0c38a2c1d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9328629	8bb09d3818c42004b6cd1315998ee80c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999999	df7f91d3c85676a6f5840e14bb180fde
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.997986	611a48dc08f7f9a2472a3afa0f689053
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8298506	048bd65d2094e446bfc251dc6e1d4f84
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9998956	53352ef03e96c933d1fb8b8908460f24
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	8b9efedc80b13272e9b89a833e161a87
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9638659	609cb852227790826a34afd6396e6230
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8111196	33adf83156077bbaf9c906712bfb5118
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8053453	338448e1817eddb47e082e3d32fc77d4
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	97ea94d22b3bb1f5db89644c303ca6dc
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9971628	68e5ff8050d746f3a3bd0058e53098a1
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7854137	2aa4c62fb975694c40901858697f2a27
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	 s__prausnitzii	0.999105	ccb4639e8171ce4d384224d4529666e6
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999387	dbaf5b8d814cbff417966942332fc773
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999295	7525174392f213b9346cd2589c3f1196
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9641201	a61d61ee6d7664bfc1df926c62502c39
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999832	100d532a7d0e7784c9dae11fb03ce5a1
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9816918	5f290431148b4fc4fc2d958a65181e09
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9917914	3616f3694769823f981f0f94ab169060
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9900513	c829b0f317f1d9051cb7d7149f2a6090
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	 f__Enterobacteriaceae	 f__Enterobacteriaceae	0.9998834	97ddfdb8532e10897bb747a85f0b9be3
